Filename,Component,Volume,Centerline Length
colon_0550-supine.mha,1,2114180.0,86903
colon_0553-prone.mha,1,1734167.0,32113
colon_0612-supine.mha,1,1471489.0,28200
colon_0202-prone.mha,1,1789215.0,17208
colon_0700-supine.mha,1,1773714.0,6354
colon_0749-supine.mha,1,1683525.0,24072
colon_0494-supine.mha,1,2064281.0,32435
colon_0380-prone.mha,1,2276819.0,106445
colon_0183-supine.mha,1,1833097.0,52178
colon_0789-prone.mha,1,1628715.0,4057
colon_0274-supine.mha,1,160.0,49
colon_0274-supine.mha,2,1274040.0,11040
colon_0103-prone.mha,1,2200126.0,205526
colon_0103-prone.mha,2,108.0,2
colon_0701-supine.mha,1,2603.0,93
colon_0701-supine.mha,2,1683945.0,4443
colon_0005-supine.mha,1,1211922.0,10452
colon_0005-supine.mha,2,633.0,49
colon_0005-supine.mha,3,122.0,7
colon_0005-supine.mha,4,611.0,44
colon_0005-supine.mha,5,307.0,7
colon_0005-supine.mha,6,118.0,2
colon_0005-supine.mha,7,111.0,6
colon_0298-prone.mha,1,1565359.0,17468
colon_0799-supine.mha,1,1365282.0,9710
colon_0799-supine.mha,2,449.0,65
colon_0544-supine.mha,1,1282605.0,22059
colon_0457-supine.mha,1,2187488.0,14798
colon_0393-supine.mha,1,1348664.0,102977
colon_0302-prone.mha,1,1793385.0,6287
colon_0359-prone.mha,1,2556312.0,35345
colon_0024-prone.mha,1,2832.0,106
colon_0024-prone.mha,2,1275365.0,25373
colon_0618-supine.mha,1,1754558.0,23196
colon_0461-supine.mha,1,1874000.0,8688
colon_0053-supine.mha,1,1767655.0,22061
colon_0502-prone.mha,1,2409.0,88
colon_0502-prone.mha,2,2366230.0,15947
colon_0456-supine.mha,1,1937382.0,23171
colon_0464-prone.mha,1,1801351.0,127889
colon_0447-prone.mha,1,2039482.0,44001
colon_0408-prone.mha,1,3136604.0,42778
colon_0604-supine.mha,1,1843274.0,6924
